 330 36,6
1529 Mattress Firm
 449 Maurices
 798 Maverik
 356 Max
 423 Maxi
 587 Maxi Zoo
 735 Maybank
1523 Mazda
 331 McAlister's Deli
30302 McDonald's
 321 Meca
 506 Media Expert
 730 MediaMarkt
 394 Mega Image
 749 Meijer
 316 Meineke
 531 Mekonomen
 449 Men's Wearhouse
 353 Menards
 304 Meny
 846 Mer
1710 Mercadona
 426 Mercator
2548 Mercedes-Benz
 642 Mercure
 828 Mercury Drug
 501 Metro
1749 Metro by T-Mobile
 549 Metrobank
 700 Metrorower
 328 Michael Kors
1086 Michaels
1255 Midas
 302 Migrol
1501 Migros
 418 Millennium Bank
 433 Millennium bcp
 365 Mini
 375 Miniso
1138 Mitsubishi
 389 MobiSDEC
4714 Mobil
1028 Mobil Mart
 732 Mobile Money
 446 Moe's Southwest Grill
1673 Moeve
 856 Mondial Relay
 469 Monobank
 390 Monoprix
 699 Monte dei Paschi di Siena
 303 Moovo
 980 Morrisons
 967 Morrisons Daily
 957 Motel 6
 309 Mountain Warehouse
 758 Movistar
 391 Moya
 341 Mozzart
 386 Mr.Bricolage
 330 Murphy Express
1011 Murphy USA
 857 Müller
 502 NAB
2078 NAPA Auto Parts
 326 NAV
 372 NIO Power
1418 NKD
 311 NLB
 797 NORMA
 348 NOZ
 609 NTT docomo
1398 Naftal
 445 Nahkauf
 887 Nando's
 449 Narvesen
 869 NatWest
11318 National Grid
1029 Nationwide
 378 Nedbank
2503 Nemzeti Dohánybolt
 337 Nespresso
 840 Neste
1920 Netto
4193 Netto Marken-Discount
 366 New Balance
 370 New Look
 888 New Yorker
 499 Next
 518 Nicolas
 957 Nike
 486 Nisa Local
2528 Nissan
 309 Nocibé
 396 Noodles & Company
 533 Norauto
 337 Nordea
 656 Norma
 434 Normal
 493 Nothing Bundt Cakes
 353 Novo Banco
 447 Novotel
 462 O Boticário
3179 O'Reilly Auto Parts
1136 O2
 653 OBI
 410 OIL!
 899 OK
 505 OKQ8
 597 OK超商
1386 OMV
 566 ONCE
 535 ONLY
 958 OTP Bank
 384 OTP banka
 496 OVS
 768 Odido
 884 Office Depot
 356 OfficeMax
 659 Oficina de Correos
 347 Okaïdi
 943 Old Navy
 887 Olive Garden
 421 Omniva
 750 One Stop
1694 Opel
 971 Opet
 783 Optic 2000
 565 Optical Center
1614 Orange
 660 Orangetheory Fitness
2948 Orlen
1515 Orlen Paczka
1048 Orpi
 753 Outback Steakhouse
 536 Oxfam
6518 Oxxo
31218 Ozon
 377 PAAS
 564 PDV
1613 PENNY
1694 PKO BP
 445 PLUS
 492 PNB
1811 PNC Bank
 555 PT
 615 PTT
6921 Packeta
14857 Paczkomat InPost
 398 Paddy Power
 496 Pague Menos
 603 Palawan Pawnshop
2031 Panda Express
1223 Pandora
1976 Panera Bread
2810 Papa John's
 795 Papa Murphy's
1469 Parkeon
 566 Party City
 546 Paul
 494 Pearle
3413 Pemex
2056 Penny
 534 Pep Boys
2204 Pepco
2127 Pertamina
 351 Pet Supplies Plus
 464 Pet Valu
1400 PetSmart
1129 Petco
1731 Petro-Canada
 744 Petrobras
 506 Petrol
 945 Petrol Ofisi
 692 Petrolimex
 607 Petrom
2424 Petron
1076 Petronas
 429 Pets at Home
2919 Peugeot
 427 Pharmasave
1347 Phillips 66
 400 Phoenix
 461 Photomaton
1040 Picard
 449 Pick n Pay
 312 Pickup Station
 416 Piggly Wiggly
1118 Pilot
 465 Pingo Doce
 333 Pita Pit
7101 Pizza Hut
 308 Pizza Hut Delivery
 505 Pizza Pizza
 502 PizzaExpress
 359 Planet Cash
1464 Planet Fitness
 333 Play
 323 Plus
2684 Poczta Polska
 522 Point P
 430 Point S
 358 Pompe Bianche
2991 Popeyes
 695 Porsche
7272 Post Office
 564 PostModern
1049 PostNord
 737 Postamat
 977 Postbank
1770 Poste Italiane
9428 Posten
 465 Postes Canada
 350 Potbelly
 653 Poundland
 433 Powerbox.one
1143 Powerdot
 301 Pradella Sistemi srl
 465 Preem
2121 Premier
 901 Premier Inn
 544 Pret A Manger
 434 Primark
 379 Primax
 545 Primera
 371 Prio
1574 Profi
 340 Promod
 340 Protection civile algérienne
 340 Provinzial
 926 Proxi
1217 Public Storage
1476 Publix
 431 Pull & Bear
1743 Puma
 604 Punjab National Bank
 463 PureGym
 480 Q-Park
3230 Q8
 409 Q8 Easy
 327 Qazaq Oil
 607 Qdoba
1278 Qiwi
 880 Quality Inn
 484 Quality Inn & Suites
 586 Quickshop
1856 QuikTrip
 396 Quiznos
 395 R-Kioski
 405 R-NET
1270 RBC
 406 RBS
 363 RCBC
1219 RE/MAX
2282 REWE
 466 REWE Getränkemarkt
 552 RRReis
 753 RaceTrac
1715 Raiffeisen
 629 Raiffeisen Bank
 459 Raiffeisenbank
 372 Rainbow
 603 Raising Cane's
 593 Ramada
 467 Randstad
4748 Ration Shop
 672 Recharge
 624 Red Lobster
 478 Red Robin
 417 Red Roof Inn
1464 Redbox
 389 Regal Cinemas
 685 Regions Bank
 643 Relay
1104 Rema 1000
4471 Renault
 766 Rent-A-Center
4158 Repsol
 310 Reserved
1037 Residence Inn
 516 Revoil
1490 Rewe
 311 Rexall
 320 Rita's Italian Ice
2010 Rite Aid
 685 Rituals
1916 Robidog
 516 Rodeway Inn
 324 Rogers
 700 Rompetrol
1346 Ross
4172 Rossmann
 337 Royal Canadian Legion
 513 Royal Farms
21580 Royal Mail
 304 Ruby Tuesday
 696 Rustpunt.nu
 450 S-market
 422 SANIFAIR
 421 SEAOIL
 478 SEB
 437 SFR
1223 SG
 632 SIXT
1592 Safeway
 959 Sainsbury's
 368 Sainsbury's Bank
 836 Sainsbury's Local
 321 SalcoBrand
1222 Sally Beauty
1224 Sam's Club
 800 Samsung
3672 Santander
 845 Santander Cycles
 407 Sasol
 567 Save-A-Lot
 454 Savers
 338 Schlotzsky's
 513 Schwalbe
 315 Schülerhilfe
1501 Scotiabank
 598 Screwfix
 757 Seat
1989 Selecta
1055 Sephora
 325 Service Apotheek
 362 Shake Shack
1324 Sheetz
31533 Shell
 370 Shell Express
1151 Shell Select
 363 Sheraton
2035 Sherwin-Williams
 382 Shop&Go
1103 Shoppers Drug Mart
 364 Shoprite
 625 Sicoob
 510 Sicredi
 995 Sinclair
 686 Sinsay
 937 Skechers
 343 Sleep Number
1466 Slovenská pošta
 387 Slovenská sporiteľňa
 352 Slovnaft
 387 Smart Fit
 527 Smoothie King
 441 Snap Fitness
 316 Snipes
1038 Société Générale
 530 SoftBank
2874 Sonic
 467 Soriana
 431 South Indian Bank
7886 Spar
1766 Sparkasse
1174 Specsavers
6437 Speedway
 624 Speedy
 503 Sport 2000
 892 Sport Clips
 586 Sports Direct
 510 Społem
 528 SpringHill Suites
 660 Sprint
 380 Sprouts Farmers Market
 335 Square Habitat
 522 St1
 305 StadtRAD Hamburg
 882 Stadtmobil
 661 Standard Bank
 314 Standard Chartered
1237 Staples
17790 Starbucks
3966 State Bank of India
2888 State Farm
 411 Steak 'n Shake
 385 Steers
 332 Steinecke
 602 Stokrotka
 415 Stop & Shop
 403 Stradivarius
 319 Stripes
 493 Studenac
 984 Subaru
23092 Subway
 405 SunTrust
 743 Sunglass Hut
3882 Sunoco
1573 Super 8
1473 Super U
 531 Superbet
1229 Supercuts
 681 Superdrug
 319 Superdry
1586 Suzuki
 819 Swarovski
 734 Swedbank
 383 Systembolaget
 311 Système U
 354 Sécuritest
3206 T-Mobile
 358 TA
 705 TD
 888 TD Bank
 407 TD Canada Trust
 346 TEB
2363 TEDi
 345 TGI Fridays
 467 TIM
1032 TJ Maxx
 649 TK Maxx
 348 TOK BOR
 351 TSB
 487 TSUTAYA
1272 TUI
7067 Taco Bell
 425 Takko
1170 Takko Fashion
 303 Tally Weijl
1838 Tamoil
2148 Target
 378 Targobank
 666 Tchibo
 610 Teboil
 420 Tecnocasa
 361 Tele2
 701 Telepizza
 679 Terpel
1908 Tesco
2166 Tesco Express
 321 Tesco Extra
1374 Tesla
6322 Tesla Supercharger
1365 Tesla, Inc.
 419 Teta
2775 Texaco
 580 Texas Roadhouse
 428 Tezenis
 328 Thalia
 415 The Beer Store
 722 The Body Shop
 329 The Children's Place
 844 The Co-operative Food
 399 The Co-operative Funeralcare
 443 The Coffee Bean & Tea Leaf
 507 The Generics Pharmacy
2321 The Home Depot
 325 The North Face
1080 The Salvation Army
2641 The UPS Store
 419 The Vitamin Shoppe
 377 The Works
 329 Thorntons
 370 Tigotà
4244 Tim Hortons
 360 Timberland
 612 Timpson
 362 TinQ
 413 Tipico
 357 Tisak
 339 Tom Tailor
 633 Tommy Hilfiger
 445 Toolstation
5875 Total
 597 Total Access
 638 Total Erg
3365 TotalEnergies
 305 Totupoint
 480 TownePlace Suites
5476 Toyota
1417 Tractor Supply Company
 579 Trader Joe's
 353 Transport for London
1005 Travelodge
 347 Travis Perkins
 313 Trek
 552 Triumph
 575 Tropical Smoothie Cafe
 569 True Value
1103 Truist
 464 Turkcell
 312 Turkey Hill
 943 Türkiye İş Bankası
 414 U Express
1707 U-Haul
1640 U.S. Bank
 312 UBS
 617 UOB
1342 UPS
 699 USPS
 323 UkrSibbank
 562 Ukrnafta
 960 Ulta Beauty
 713 Ultramar
 417 Uncle John's
 322 Under Armour
2057 UniCredit Bank
1003 Unicaja Banco
 533 Union Bank of India
 461 Uniqlo
 552 United
 698 United Colors of Benetton
2568 United States Post Office
 857 United States Postal Service
 567 Uno-X
 340 Utile
 548 Vakıfbank
3087 Valero
 811 Valvoline
 461 Vans
 962 Vattenfall InCharge
3066 Verizon
 387 Vero Moda
 578 Veterans of Foreign Wars of the United States
 368 Veturilo
 571 Victoria's Secret
 315 Vietcombank
 359 Villo!
 348 Vinmonopolet
 519 Vision Express
 313 Vitusapotek
1186 Vival
3015 Vodafone
 485 Volg
 827 Volksbank
3261 Volkswagen
1252 Volvo
1577 Vélib' Métropole
 387 VélôToulouse
 894 WHSmith
 408 WOG
1571 Waffle House
 309 Waitrose
9130 Walgreens
7291 Walmart
 342 Wash
 925 Watsons
1553 Wawa
 519 Well Pharmacy
4351 Wells Fargo
5979 Wendy's
1899 Western Union
 767 Westpac
 836 Wetherspoon
 985 Whataburger
 309 White Castle
 536 Whole Foods Market
6418 Wildberries
1007 William Hill
 333 Wimpy
1045 WinMart+
 333 Wind Tre
1227 Wingstop
 362 Winn-Dixie
 605 Woolworth
1325 Woolworths
 783 Würth
 391 Xiaomi
1284 YMCA
1906 YPF
1175 Yamaha
 765 Yapı Kredi
 321 YouBike
6366 YouBike 2.0
1467 Yves Rocher
 331 Z-Box
1206 Zara
 797 Zaxby's
 867 Zeeman
 988 Ziraat Bankası
1134 abc
 854 ampm
 496 apollostation
 932 au
 378 bank99
 520 bft
 478 bicing
 368 bike-energy
1173 bpost
 433 bwegt
1047 claire's
 302 currys
 701 de Bibliotheek
3797 dm
1698 easybox
1335 edp Charge
2404 i郵箱
 498 k kiosk
 439 nextbike
 467 nrg incharge
 404 star
 402 teilAuto
1350 tobaccoland
 474 tz
 534 vkw vlotte
 462 welcia
 445 wowplug
 358 Écouter Voir
 524 Île-de-France Mobilités
 455 Österreichisches Rotes Kreuz
 343 Újbuda parkolás
 763 Л'Этуаль
 645 Т-Банк
 551 ป.ต.ท.
 401 М.Видео
 760 ČSOB
7251 Żabka
1026 Česká spořitelna
1030 Škoda
1876 Şok
 343 شل
 500 全家
 861 出光
 374 日産
 887 松屋
 301 罗森
 500 농협
 679 輕鐵 Light Rail
 659 港鐵 MTR
 845 Ак Барс Банк
 501 三菱UFJ銀行
2882 ВТБ
1615 МТС
 314 ОББ
1265 すき家
 308 なか卯
 326 イオン
 859 ガスト
 321 ココス
 686 コスモ
 472 コメリ
 641 セリア
 619 トヨタ
 342 ドミノ
 338 ニトリ
 482 ホンダ
 572 伊藤園
 946 吉野家
 598 屈臣氏
 493 必胜客
1913 星巴克
 395 美宜佳
 472 美廉社
2047 肯德基
1137 萊爾富
 465 西松屋
 377 麥當勞
1557 麦当劳
 358 پست بانک
 474 افق کوروش
 306 НИС Петрол
 307 ორი ნაბიჯი
 718 Мои документы
7180 セブン-イレブン
 597 АТБ-Маркет
 625 АТБ-маркет
 750 ΟΠΑΠ
 857 ВБРР
 417 ОККО
 571 РНКБ
1811 СДЭК
 363 Фора
 381 くら寿司
 712 しまむら
 353 はま寿司
1572 エネオス
 629 スギ薬局
 403 スシロー
2672 タイムズ
1621 ダイソー
 754 ダイドー
 323 チェリオ
 525 ドトール
 474 ユニクロ
3987 ローソン
 327 中国电信
3281 中国石化
1686 中国石油
 468 中国移动
 872 中国邮政
1216 中国银行
 429 丸亀製麺
 369 交通银行
 996 八方雲集
 997 台灣中油
 312 台灣彩券
 503 国家电网
 501 弘爺漢堡
 324 招商银行
 316 清心福全
 609 瑞幸咖啡
 372 眼鏡市場
1050 蜜雪冰城
 409 롯데리아
 744 스타벅스
 314 우리은행
1340 بانک سپه
1033 بانک ملت
1687 بانک ملی
 583 بانک رفاه
 679 بانک مسکن
 964 Додо Пицца
3118 Нова Пошта
 791 بانک تجارت
1293 بانک صادرات
 706 بانک کشاورزی
1738 Вита Экспресс
 373 Ярче!
 349 Теле2
2066 Авито
2195 Дикси
 454 Еконт
 458 Лента
 316 Невис
 322 Ригла
 337 Чижик
 341 طوطال
 330 ლიბრე
 319 სპარი
 527 みずほ銀行
 314 りそな銀行
 334 キャンドゥ
 789 サイゼリヤ
1336 サントリー
 321 セブン銀行
 443 ブックオフ
 379 ワークマン
 324 昭和シェル
 441 洋服の青山
 553 蝦皮店到店
 450 餃子の王将
1629 세븐일레븐
 493 파리바게뜨
 487 하나로마트
 319 青馬管制區 Tsing Ma Control Area
 321 Банка ДСК
2702 서울자전거 따릉이
 699 Почта Банк
5678 Почта России
 569 คาเฟ่ อเมซอน
1546 Альфа-Банк
 579 Апрель
1251 Билайн
 642 Верный
 756 Винлаб
2887 Лукойл
9144 Магнит
 335 Сільпо
 564 บางจาก
 325 ნიკორა
 792 ほっともっと
 691 ゆうちょ銀行
 347 アサヒビール
 355 ケーズデンキ
2822 コカ・コーラ
 529 コメダ珈琲店
 394 サンドラッグ
 385 ホワイト急便
2151 マクドナルド
 648 ミニストップ
 777 モスバーガー
 440 三井住友銀行
1074 中国农业银行
1376 中国工商银行
1250 中国建设银行
3459 全家便利商店
1005 全聯福利中心
 487 業務スーパー
 376 현대오일뱅크
 540 Вкусно — и точка
 753 Бургер Кинг
 720 თიბისი ბანკი
 390 Улыбка радуги
 439 Εθνική Τράπεζα
1800 Магнит Косметик
1097 Яндекс.Маркет
 537 ΕΛΙΝΟΙΛ
1580 Инвитро
 573 Мегафон
 718 Монетка
 482 Уралсиб
 362 ლიბერთი
 650 まいばすけっと
 336 イエローハット
1167 スターバックス
 469 セイコーマート
 753 ツルハドラッグ
 427 ドコモショップ
 362 マックスバリュ
 777 マツモトキヨシ
2116 三井のリパーク
 485 Красное & Белое
 402 Детский мир
 460 پاکستان اسٹیٹ آئل
 562 Τράπεζα Πειραιώς
 466 Планета здоровья
4228 Красное&Белое
 551 Башнефть
1290 Бристоль
 555 Велобайк
1308 ВкусВилл
 566 Горздрав
 523 Копеечка
1672 Ощадбанк
1479 Роснефть
12928 Сбербанк
 520 Светофор
 310 Согласие
1038 Столички
 882 Татнефть
1739 Укрпошта
 480 キリンビバレッジ
 341 ココカラファイン
 424 タリーズコーヒー
 365 デイリーヤマザキ
 347 トヨタレンタカー
4958 ファミリーマート
 494 ミスタードーナツ
 711 中国邮政储蓄银行
14454 Пятёрочка
 311 名鉄協商パーキング
 550 Ароматный мир
 405 Поштанска штедионица
 305 Подорожник
3840 ПриватБанк
 485 Райффайзен
 839 Совкомбанк
 385 ماكدونالدز
 354 ソフトバンクショップ
 333 ドコモ・バイクシェア
 429 Райффайзен Банк
 378 Σκλαβενίτης
 984 Беларусбанк
1018 Газпромбанк
 801 Перекрёсток
 399 Росгосстрах
 303 Спортмастер
3515 საქართველოს ბანკი
1000 Белоруснефть
1812 Газпромнефть
1921 Промсвязьбанк
 376 ธนาคารกรุงเทพ
 642 ケンタッキーフライドチキン
 778 Россельхозбанк
 325 ธนาคารกสิกรไทย
 309 Белагропромбанк
